name,team,position,season,games,receptions,targets,receiving_yards,rec_ypg,receiving_tds,ypr,receiving_fumbles,receiving_2pt_conversions,target_share,air_yards_share,carries,rushing_yards,rush_ypg,rushing_tds,rush_td_percentage,rushing_fumbles,rushing_2pt_conversions,completions,attempts,comp_percentage,passing_yards,pass_ypg,passing_tds,passing_2pt_conversions,td_percentage,interceptions,sacks,sack_fumbles,offense_snaps,teams_offense_snaps,round,overall,stadium_name,stadium_weather_type,stadium_surface,fantasy_points_ppr
A.J. Brown,PHI,WR,2023,17,106,158,1456.0,85.65,7,13.74,2.0,0,0.3,0.42,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.07,0.0,0.0,0,1019.0,1154.0,2.0,51.0,Lincoln Financial Field,cold,Grass,289.6
A.T. Perry,NO,WR,2023,8,12,18,246.0,30.75,4,20.5,0.0,0,0.07,0.16,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.33,0.0,0.0,0,319.0,519.0,6.0,195.0,Mercedes-Benz Superdome,indoor,FieldTurf,60.6
AJ McCarron,CIN,QB,2023,2,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,4,5,0.8,19.0,9.5,0,0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,Paul Brown Stadium,cold,FieldTurf,0.76
Aaron Jones,GB,RB,2023,11,30,43,233.0,21.18,1,7.77,1.0,0,0.12,-0.02,142,656.0,59.64,2,0.01,1.0,0,0,0,0.0,0.0,0.0,0,0,0.02,0.0,0.0,0,354.0,724.0,5.0,182.0,Lambeau Field,cold,Grass,134.9
Aaron Rodgers,NYJ,QB,2023,1,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0,4.0,58.0,1.0,24.0,MetLife Stadium,cold,FieldTurf,0.0
Adam Thielen,CAR,WR,2023,17,103,137,1014.0,59.65,4,9.84,2.0,1,0.25,0.26,1,6.0,0.35,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.04,0.0,0.0,0,1045.0,1160.0,0.0,0.0,Bank of America Stadium,moderate,Grass,231.0
Adam Trautman,DEN,TE,2023,16,22,35,204.0,12.75,3,9.27,0.0,0,0.08,0.09,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.14,0.0,0.0,0,697.0,1009.0,3.0,105.0,Empower Field at Mile High,cold,Grass,60.4
Aidan O'Connell,LV,QB,2023,11,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,17,11.0,1.0,1,0.06,1.0,0,213,343,0.62,2218.0,201.64,12,0,0.04,7.0,24.0,3,641.0,695.0,4.0,135.0,Allegiant Stadium,indoor,Grass,125.82
Albert Okwuegbunam,PHI,TE,2023,1,0,1,0.0,0.0,0,0.0,0.0,0,0.02,0.03,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,32.0,73.0,4.0,118.0,Lincoln Financial Field,cold,Grass,0.0
Alec Pierce,IND,WR,2023,17,32,65,514.0,30.24,2,16.06,0.0,0,0.12,0.23,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.06,0.0,0.0,0,1090.0,1155.0,2.0,53.0,Lucas Oil Stadium,indoor,FieldTurf,95.4
Alex Armah,WAS,RB,2023,3,3,3,13.0,4.33,0,4.33,0.0,0,0.03,-0.02,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,20.0,185.0,0.0,0.0,FedEx Field,moderate,Grass,4.3
Alex Erickson,LAC,WR,2023,8,16,29,232.0,29.0,1,14.5,0.0,0,0.09,0.14,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.06,0.0,0.0,0,329.0,547.0,0.0,0.0,Dignity Health Sports Park,warm,Grass,45.2
Alexander Mattison,MIN,RB,2023,16,30,44,192.0,12.0,3,6.4,0.0,0,0.08,0.01,180,700.0,43.75,0,0.0,2.0,0,0,0,0.0,0.0,0.0,0,0,0.01,0.0,0.0,0,579.0,1059.0,3.0,102.0,U.S. Bank Stadium,indoor,FieldTurf,133.2
Allen Lazard,NYJ,WR,2023,13,23,49,311.0,23.92,1,13.52,0.0,0,0.12,0.21,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.04,0.0,0.0,0,636.0,841.0,0.0,0.0,MetLife Stadium,cold,FieldTurf,60.1
Allen Robinson,PIT,WR,2023,15,34,49,280.0,18.67,0,8.24,0.0,0,0.11,0.11,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,673.0,941.0,2.0,61.0,Heinz Field,cold,Grass,62.0
Alvin Kamara,NO,RB,2023,13,75,86,466.0,35.85,1,6.21,0.0,1,0.19,0.0,180,694.0,53.38,5,0.03,0.0,2,0,0,0.0,0.0,0.0,0,0,0.02,0.0,0.0,0,558.0,896.0,3.0,67.0,Mercedes-Benz Superdome,indoor,FieldTurf,233.0
Amari Cooper,CLE,WR,2023,15,72,128,1250.0,83.33,5,17.36,2.0,1,0.24,0.41,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.07,0.0,0.0,0,883.0,1139.0,1.0,4.0,FirstEnergy Stadium,cold,Grass,227.0
Amari Rodgers,IND,WR,2023,1,0,2,0.0,0.0,0,0.0,0.0,0,0.04,0.08,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,20.0,77.0,3.0,85.0,Lucas Oil Stadium,indoor,FieldTurf,0.0
Ameer Abdullah,LV,RB,2023,16,19,24,131.0,8.19,0,6.89,0.0,0,0.05,0.01,15,89.0,5.56,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,206.0,981.0,2.0,54.0,Allegiant Stadium,indoor,Grass,41.0
Amon-Ra St. Brown,DET,WR,2023,16,119,164,1515.0,94.69,10,12.73,1.0,0,0.3,0.33,4,24.0,1.5,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.08,0.0,1.0,0,1010.0,1126.0,4.0,112.0,Ford Field,indoor,FieldTurf,330.9
Andrei Iosivas,CIN,WR,2023,9,15,25,116.0,12.89,4,7.73,0.0,0,0.08,0.13,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.27,0.0,0.0,0,208.0,576.0,0.0,0.0,Paul Brown Stadium,cold,FieldTurf,50.6
Andrew Ogletree,IND,TE,2023,10,9,21,147.0,14.7,2,16.33,0.0,0,0.07,0.08,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.22,0.0,0.0,0,283.0,699.0,0.0,0.0,Lucas Oil Stadium,indoor,FieldTurf,35.7
Andy Dalton,CAR,QB,2023,2,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,12.0,6.0,0,0.0,0.0,0,34,58,0.59,361.0,180.5,2,0,0.03,0.0,3.0,0,80.0,179.0,2.0,35.0,Bank of America Stadium,moderate,Grass,23.64
Anthony McFarland,PIT,RB,2023,1,2,2,11.0,11.0,0,5.5,0.0,0,0.04,0.01,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,4.0,124.0,Heinz Field,cold,Grass,3.1
Anthony Richardson,IND,QB,2023,4,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,25,136.0,34.0,4,0.16,2.0,0,50,84,0.6,577.0,144.25,3,2,0.06,1.0,7.0,1,173.0,260.0,1.0,4.0,Lucas Oil Stadium,indoor,FieldTurf,72.68
Antoine Green,DET,WR,2023,2,1,2,2.0,1.0,0,2.0,0.0,0,0.03,0.01,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,40.0,139.0,7.0,219.0,Ford Field,indoor,FieldTurf,1.2
Antonio Gibson,WAS,RB,2023,16,48,59,389.0,24.31,2,8.1,2.0,0,0.11,-0.0,65,265.0,16.56,1,0.02,1.0,0,0,0,0.0,0.0,0.0,0,0,0.03,0.0,0.0,0,473.0,1037.0,0.0,0.0,FedEx Field,moderate,Grass,127.4
Austin Ekeler,LAC,RB,2023,14,51,74,436.0,31.14,1,8.55,2.0,0,0.15,-0.03,179,628.0,44.86,5,0.03,3.0,0,0,0,0.0,0.0,0.0,0,0,0.03,0.0,0.0,0,630.0,968.0,0.0,0.0,Dignity Health Sports Park,warm,Grass,185.4
Austin Hooper,LV,TE,2023,16,25,31,234.0,14.62,0,9.36,0.0,0,0.07,0.04,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,502.0,984.0,3.0,81.0,Allegiant Stadium,indoor,Grass,48.4
Austin Trammell,LA,WR,2023,2,4,7,29.0,14.5,0,7.25,0.0,0,0.12,0.08,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,49.0,127.0,0.0,0.0,Los Angeles Memorial Coliseum,warm,Grass,6.9
Bailey Zappe,NE,QB,2023,10,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,17,83.0,8.3,1,0.06,0.0,0,127,212,0.6,1272.0,127.2,6,0,0.03,9.0,25.0,2,413.0,587.0,4.0,137.0,Gillette Stadium,cold,FieldTurf,69.18
Baker Mayfield,TB,QB,2023,17,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,62,163.0,9.59,1,0.02,2.0,0,364,566,0.64,4044.0,237.88,28,2,0.05,10.0,40.0,6,1100.0,1104.0,1.0,1.0,Raymond James Stadium,warm,Grass,274.06
Ben Sims,GB,TE,2023,6,4,6,21.0,3.5,1,5.25,0.0,0,0.03,0.02,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.25,0.0,0.0,0,98.0,379.0,0.0,0.0,Lambeau Field,cold,Grass,12.1
Ben Skowronek,LA,WR,2023,9,8,12,66.0,7.33,1,8.25,0.0,0,0.04,0.04,2,9.0,1.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.1,0.0,0.0,0,158.0,591.0,0.0,0.0,Los Angeles Memorial Coliseum,warm,Grass,21.5
Bijan Robinson,ATL,RB,2023,17,58,86,487.0,28.65,4,8.4,0.0,0,0.17,-0.01,214,976.0,57.41,4,0.02,4.0,0,0,0,0.0,0.0,0.0,0,0,0.03,0.0,0.0,0,771.0,1134.0,1.0,8.0,Mercedes-Benz Stadium,indoor,FieldTurf,246.3
Blaine Gabbert,KC,QB,2023,2,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,45.0,22.5,0,0.0,0.0,0,18,35,0.51,185.0,92.5,0,0,0.0,3.0,1.0,0,79.0,136.0,1.0,10.0,Arrowhead Stadium,cold,Grass,5.9
Blake Bell,KC,TE,2023,6,5,9,26.0,4.33,1,5.2,1.0,0,0.04,0.02,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.2,0.0,0.0,0,106.0,393.0,4.0,117.0,Arrowhead Stadium,cold,Grass,11.6
Bo Melton,GB,WR,2023,4,16,24,218.0,54.5,1,13.62,0.0,0,0.19,0.26,3,21.0,5.25,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.05,0.0,0.0,0,137.0,261.0,7.0,229.0,Lambeau Field,cold,Grass,45.9
Boston Scott,PHI,RB,2023,10,4,6,52.0,5.2,0,13.0,0.0,0,0.02,0.01,20,86.0,8.6,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,67.0,655.0,0.0,0.0,Lincoln Financial Field,cold,Grass,17.8
Brandin Cooks,DAL,WR,2023,16,54,81,657.0,41.06,8,12.17,1.0,1,0.14,0.23,5,35.0,2.19,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.14,0.0,0.0,0,809.0,1104.0,1.0,20.0,AT&T Stadium,indoor,FieldTurf,173.2
Brandon Aiyuk,SF,WR,2023,16,75,105,1342.0,83.88,7,17.89,1.0,0,0.25,0.41,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.09,0.0,0.0,0,803.0,993.0,1.0,25.0,Levi's Stadium,moderate,Grass,249.2
Brandon Bolden,LV,RB,2023,3,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,31.0,10.33,1,0.25,0.0,1,0,0,0.0,0.0,0.0,0,0,0.25,0.0,0.0,0,5.0,184.0,0.0,0.0,Allegiant Stadium,indoor,Grass,11.1
Brandon Johnson,DEN,WR,2023,10,19,30,284.0,28.4,4,14.95,0.0,1,0.1,0.14,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.21,0.0,0.0,0,301.0,625.0,0.0,0.0,Empower Field at Mile High,cold,Grass,73.4
Brandon Powell,MIN,WR,2023,13,29,44,324.0,24.92,1,11.17,0.0,0,0.1,0.09,5,17.0,1.31,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.03,0.0,0.0,0,404.0,887.0,0.0,0.0,U.S. Bank Stadium,indoor,FieldTurf,69.1
Braxton Berrios,MIA,WR,2023,13,27,33,238.0,18.31,1,8.81,0.0,0,0.08,0.07,1,11.0,0.85,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.04,0.0,0.0,0,384.0,849.0,6.0,210.0,Hard Rock Stadium,warm,Grass,57.9
Breece Hall,NYJ,RB,2023,17,76,95,591.0,34.76,4,7.78,0.0,0,0.16,-0.01,223,994.0,58.47,5,0.02,2.0,1,0,0,0.0,0.0,0.0,0,0,0.03,0.0,0.0,0,667.0,1112.0,2.0,36.0,MetLife Stadium,cold,FieldTurf,290.5
Brenton Strange,JAX,TE,2023,5,5,9,35.0,7.0,1,7.0,0.0,0,0.06,0.06,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.2,0.0,0.0,0,123.0,346.0,2.0,61.0,TIAA Bank Field,warm,Grass,14.5
Brevin Jordan,HOU,TE,2023,9,17,21,219.0,24.33,2,12.88,0.0,0,0.07,0.04,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.12,0.0,0.0,0,225.0,602.0,5.0,147.0,NRG Stadium,indoor,Grass,50.9
Brian Hoyer,LV,QB,2023,2,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,-3.0,-1.5,0,0.0,0.0,0,23,42,0.55,231.0,115.5,0,0,0.0,2.0,1.0,0,78.0,136.0,0.0,0.0,Allegiant Stadium,indoor,Grass,4.94
Brian Robinson,WAS,RB,2023,15,36,43,368.0,24.53,4,10.22,1.0,0,0.08,-0.02,178,733.0,48.87,5,0.03,3.0,1,0,0,0.0,0.0,0.0,0,0,0.04,0.0,0.0,0,0.0,0.0,3.0,98.0,FedEx Field,moderate,Grass,198.1
Britain Covey,PHI,WR,2023,2,4,6,42.0,21.0,0,10.5,0.0,0,0.09,0.08,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,36.0,165.0,0.0,0.0,Lincoln Financial Field,cold,Grass,8.2
Brock Purdy,SF,QB,2023,16,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,39,144.0,9.0,2,0.05,2.0,0,308,444,0.69,4280.0,267.5,31,0,0.07,11.0,28.0,4,936.0,1011.0,7.0,262.0,Levi's Stadium,moderate,Grass,295.6
Brock Wright,DET,TE,2023,8,13,14,91.0,11.38,1,7.0,0.0,0,0.05,0.02,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.08,0.0,0.0,0,262.0,562.0,0.0,0.0,Ford Field,indoor,FieldTurf,28.1
Bryce Young,CAR,QB,2023,16,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,39,253.0,15.81,0,0.0,2.0,1,315,527,0.6,2877.0,179.81,11,1,0.02,10.0,62.0,9,1067.0,1072.0,1.0,1.0,Bank of America Stadium,moderate,Grass,156.38
Brycen Hopkins,LA,TE,2023,4,5,7,78.0,19.5,0,15.6,0.0,0,0.06,0.09,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,51.0,297.0,4.0,136.0,Los Angeles Memorial Coliseum,warm,Grass,12.8
Byron Pringle,WAS,WR,2023,12,14,22,161.0,13.42,0,11.5,0.0,0,0.05,0.09,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,148.0,829.0,0.0,0.0,FedEx Field,moderate,Grass,30.1
C.J. Beathard,JAX,QB,2023,6,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8,35.0,5.83,0,0.0,1.0,0,40,53,0.75,349.0,58.17,1,0,0.02,0.0,6.0,0,105.0,392.0,3.0,104.0,TIAA Bank Field,warm,Grass,21.46
C.J. Stroud,HOU,QB,2023,15,1,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,39,157.0,10.47,3,0.08,2.0,1,319,499,0.64,4108.0,273.87,23,0,0.05,5.0,38.0,6,967.0,984.0,1.0,2.0,NRG Stadium,indoor,Grass,275.02
C.J. Uzomah,NYJ,TE,2023,7,8,12,58.0,8.29,1,7.25,0.0,0,0.05,0.03,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.12,0.0,0.0,0,183.0,463.0,0.0,0.0,MetLife Stadium,cold,FieldTurf,19.8
Cade Otton,TB,TE,2023,16,47,67,455.0,28.44,4,9.68,1.0,1,0.13,0.1,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.09,0.0,0.0,0,1003.0,1050.0,4.0,106.0,Raymond James Stadium,warm,Grass,116.5
Calvin Austin,PIT,WR,2023,14,17,30,180.0,12.86,1,10.59,0.0,0,0.07,0.13,11,57.0,4.07,1,0.09,0.0,0,0,0,0.0,0.0,0.0,0,0,0.07,0.0,0.0,0,341.0,884.0,4.0,138.0,Heinz Field,cold,Grass,52.7
Calvin Ridley,JAX,WR,2023,17,76,136,1016.0,59.76,8,13.37,1.0,1,0.23,0.36,9,23.0,1.35,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.09,0.0,0.0,0,993.0,1176.0,1.0,26.0,TIAA Bank Field,warm,Grass,229.9
Cam Akers,MIN,RB,2023,6,11,12,70.0,11.67,0,6.36,0.0,0,0.06,-0.01,38,138.0,23.0,1,0.03,0.0,0,0,0,0.0,0.0,0.0,0,0,0.02,0.0,1.0,0,111.0,395.0,2.0,52.0,U.S. Bank Stadium,indoor,FieldTurf,37.8
Carson Wentz,LA,QB,2023,1,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,17,56.0,56.0,1,0.06,0.0,0,17,24,0.71,163.0,163.0,2,1,0.07,1.0,2.0,0,67.0,67.0,1.0,2.0,Los Angeles Memorial Coliseum,warm,Grass,26.12
Case Keenum,HOU,QB,2023,2,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,1.0,0.5,0,0.0,1.0,0,34,53,0.64,291.0,145.5,1,0,0.02,3.0,6.0,0,113.0,153.0,0.0,0.0,NRG Stadium,indoor,Grass,9.74
Cedric Tillman,CLE,WR,2023,11,21,44,224.0,20.36,0,10.67,0.0,0,0.11,0.13,1,8.0,0.73,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,578.0,784.0,3.0,74.0,FirstEnergy Stadium,cold,Grass,44.2
CeeDee Lamb,DAL,WR,2023,17,135,181,1749.0,102.88,12,12.96,3.0,1,0.29,0.36,14,113.0,6.65,2,0.14,0.0,0,0,0,0.0,0.0,0.0,0,0,0.09,0.0,0.0,0,991.0,1193.0,1.0,17.0,AT&T Stadium,indoor,FieldTurf,405.2
Charlie Jones,CIN,WR,2023,5,7,9,64.0,12.8,0,9.14,0.0,0,0.05,0.1,2,13.0,2.6,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,35.0,270.0,4.0,131.0,Paul Brown Stadium,cold,FieldTurf,20.7
Charlie Kolar,BAL,TE,2023,6,7,9,87.0,14.5,1,12.43,0.0,0,0.06,0.09,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.14,0.0,0.0,0,137.0,385.0,4.0,128.0,M&T Bank Stadium,moderate,FieldTurf,21.7
Charlie Woerner,SF,TE,2023,3,3,3,32.0,10.67,0,10.67,0.0,0,0.04,0.02,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,87.0,183.0,6.0,190.0,Levi's Stadium,moderate,Grass,6.2
Chase Brown,CIN,RB,2023,10,14,15,156.0,15.6,1,11.14,0.0,0,0.05,-0.03,44,179.0,17.9,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0,0,0.02,0.0,0.0,0,92.0,664.0,5.0,163.0,Paul Brown Stadium,cold,FieldTurf,53.5
Chase Claypool,MIA,WR,2023,4,4,7,26.0,6.5,0,6.5,0.0,0,0.06,0.05,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,30.0,264.0,2.0,49.0,Hard Rock Stadium,warm,Grass,6.6
Chase Edmonds,TB,RB,2023,13,14,17,81.0,6.23,0,5.79,0.0,0,0.04,-0.01,49,176.0,13.54,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,156.0,860.0,4.0,134.0,Raymond James Stadium,warm,Grass,39.7
Chigoziem Okonkwo,TEN,TE,2023,17,54,77,528.0,31.06,1,9.78,0.0,0,0.16,0.13,2,6.0,0.35,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.02,0.0,0.0,0,692.0,1058.0,4.0,143.0,Nissan Stadium,moderate,Grass,113.4
Chris Conley,SF,WR,2023,1,3,6,69.0,69.0,0,23.0,0.0,0,0.24,0.29,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,43.0,62.0,3.0,76.0,Levi's Stadium,moderate,Grass,9.9
Chris Evans,CIN,RB,2023,1,1,1,-1.0,-1.0,0,-1.0,0.0,0,0.03,0.0,2,12.0,12.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,7.0,59.0,6.0,202.0,Paul Brown Stadium,cold,FieldTurf,2.1
Chris Godwin,TB,WR,2023,17,83,130,1024.0,60.24,2,12.34,0.0,1,0.24,0.26,4,38.0,2.24,1,0.25,0.0,0,0,1,0.0,0.0,0.0,0,0,0.03,0.0,0.0,0,892.0,1108.0,3.0,84.0,Raymond James Stadium,warm,Grass,209.2
Chris Manhertz,DEN,TE,2023,4,2,4,16.0,4.0,0,8.0,0.0,0,0.04,0.01,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,88.0,238.0,0.0,0.0,Empower Field at Mile High,cold,Grass,3.6
Chris Moore,TEN,WR,2023,15,22,35,424.0,28.27,0,19.27,1.0,0,0.09,0.18,2,39.0,2.6,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,531.0,931.0,4.0,107.0,Nissan Stadium,moderate,Grass,68.3
Chris Olave,NO,WR,2023,16,87,138,1123.0,70.19,5,12.91,0.0,1,0.25,0.4,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.06,0.0,0.0,0,814.0,1108.0,1.0,11.0,Mercedes-Benz Superdome,indoor,FieldTurf,231.3
Chris Rodriguez,WAS,RB,2023,8,2,2,12.0,1.5,0,6.0,0.0,0,0.01,-0.0,51,247.0,30.88,2,0.04,1.0,0,0,0,0.0,0.0,0.0,0,0,0.04,0.0,0.0,0,94.0,533.0,0.0,0.0,FedEx Field,moderate,Grass,37.9
Christian Kirk,JAX,WR,2023,12,57,85,787.0,65.58,3,13.81,2.0,0,0.21,0.29,1,6.0,0.5,0,0.0,0.0,0,1,2,0.5,-1.0,-0.08,0,0,0.05,0.0,0.0,0,585.0,866.0,2.0,47.0,TIAA Bank Field,warm,Grass,150.26
Christian McCaffrey,SF,RB,2023,16,67,83,564.0,35.25,7,8.42,1.0,0,0.19,0.04,272,1459.0,91.19,14,0.05,2.0,0,0,0,0.0,0.0,0.0,0,0,0.06,0.0,0.0,0,812.0,1013.0,1.0,8.0,Levi's Stadium,moderate,Grass,391.3
Christian Watson,GB,WR,2023,9,28,53,422.0,46.89,5,15.07,0.0,0,0.18,0.33,4,11.0,1.22,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.16,0.0,0.0,0,446.0,582.0,2.0,34.0,Lambeau Field,cold,Grass,101.3
