name,team,position,season,games,receptions,targets,receiving_yards,rec_ypg,receiving_tds,ypr,receiving_fumbles,receiving_2pt_conversions,target_share,air_yards_share,carries,rushing_yards,rush_ypg,rushing_tds,rush_td_percentage,rushing_fumbles,rushing_2pt_conversions,completions,attempts,comp_percentage,passing_yards,pass_ypg,passing_tds,passing_2pt_conversions,td_percentage,interceptions,sacks,sack_fumbles,offense_snaps,teams_offense_snaps,round,overall,stadium_name,stadium_weather_type,stadium_surface,fantasy_points_ppr
Sam Howell,WAS,QB,2023,17,1,1,4.0,0.24,0,4.0,0.0,0,0.0,0.0,48,263.0,15.47,5,0.1,1.0,1,388,612,0.63,3946.0,232.12,21,1,0.04,21.0,65.0,3,1061.0,1108.0,5.0,144.0,FedEx Field,moderate,Grass,257.54
Sam LaPorta,DET,TE,2023,17,86,120,889.0,52.29,10,10.34,0.0,2,0.22,0.21,1,4.0,0.24,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.11,0.0,0.0,0,981.0,1186.0,2.0,34.0,Ford Field,indoor,FieldTurf,239.3
Samaje Perine,DEN,RB,2023,17,50,56,455.0,26.76,0,9.1,2.0,0,0.12,0.0,53,238.0,14.0,1,0.02,1.0,0,0,0,0.0,0.0,0.0,0,0,0.01,0.0,0.0,0,360.0,1078.0,4.0,114.0,Empower Field at Mile High,cold,Grass,121.3
Samori Toure,GB,WR,2023,8,8,18,78.0,9.75,0,9.75,0.0,1,0.07,0.14,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,129.0,521.0,0.0,0.0,Lambeau Field,cold,Grass,17.8
Saquon Barkley,NYG,RB,2023,14,41,60,280.0,20.0,4,6.83,0.0,0,0.17,-0.09,247,962.0,68.71,6,0.02,2.0,1,0,0,0.0,0.0,0.0,0,0,0.03,0.0,0.0,0,717.0,913.0,1.0,2.0,MetLife Stadium,cold,FieldTurf,223.2
Scott Miller,ATL,WR,2023,9,11,16,161.0,17.89,2,14.64,0.0,0,0.06,0.08,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.18,0.0,0.0,0,166.0,626.0,0.0,0.0,Mercedes-Benz Stadium,indoor,FieldTurf,39.1
Sean Clifford,GB,QB,2023,2,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,-2.0,-1.0,0,0.0,1.0,0,1,1,1.0,37.0,18.5,0,0,0.0,0.0,0.0,0,13.0,136.0,0.0,0.0,Lambeau Field,cold,Grass,1.28
Sean McKeon,DAL,TE,2023,2,0,2,0.0,0.0,0,0.0,0.0,0,0.03,0.03,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,19.0,132.0,0.0,0.0,AT&T Stadium,indoor,FieldTurf,0.0
Sean Tucker,TB,RB,2023,3,2,2,9.0,3.0,0,4.5,0.0,0,0.02,-0.0,15,23.0,7.67,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,31.0,183.0,0.0,0.0,Raymond James Stadium,warm,Grass,5.2
Shedrick Jackson,CIN,WR,2023,1,0,1,0.0,0.0,0,0.0,0.0,0,0.03,0.12,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,5.0,63.0,0.0,0.0,Paul Brown Stadium,cold,FieldTurf,0.0
Simi Fehoko,LAC,WR,2023,1,1,2,9.0,9.0,1,9.0,0.0,0,0.05,0.1,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0,16.0,70.0,5.0,179.0,Dignity Health Sports Park,warm,Grass,7.9
Skyy Moore,KC,WR,2023,13,21,38,244.0,18.77,1,11.62,0.0,0,0.08,0.1,3,23.0,1.77,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.04,0.0,0.0,0,479.0,883.0,2.0,54.0,Arrowhead Stadium,cold,Grass,53.7
Stefon Diggs,BUF,WR,2023,17,107,160,1183.0,69.59,8,11.06,2.0,1,0.3,0.34,1,5.0,0.29,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.07,0.0,0.0,0,949.0,1174.0,5.0,146.0,New Era Field,cold,FieldTurf,273.8
Stephen Sullivan,CAR,TE,2023,10,12,24,125.0,12.5,0,10.42,0.0,0,0.08,0.1,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,164.0,665.0,7.0,251.0,Bank of America Stadium,moderate,Grass,24.5
Sterling Shepard,NYG,WR,2023,10,10,22,57.0,5.7,1,5.7,0.0,0,0.08,0.08,1,6.0,0.6,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.09,0.0,0.0,0,134.0,654.0,2.0,40.0,MetLife Stadium,cold,FieldTurf,22.3
Steven Sims,HOU,WR,2023,2,3,3,25.0,12.5,0,8.33,0.0,0,0.04,-0.0,1,1.0,0.5,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,9.0,145.0,0.0,0.0,NRG Stadium,indoor,Grass,5.6
Stone Smartt,LAC,TE,2023,12,11,21,155.0,12.92,1,14.09,0.0,0,0.05,0.05,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.09,0.0,0.0,0,236.0,807.0,0.0,0.0,Dignity Health Sports Park,warm,Grass,32.5
T.J. Hockenson,MIN,TE,2023,15,95,127,960.0,64.0,5,10.11,1.0,0,0.24,0.25,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.05,0.0,0.0,0,790.0,1002.0,1.0,8.0,U.S. Bank Stadium,indoor,FieldTurf,219.0
Tank Bigsby,JAX,RB,2023,13,1,4,6.0,0.46,0,6.0,0.0,0,0.01,0.0,50,132.0,10.15,2,0.04,1.0,0,0,0,0.0,0.0,0.0,0,0,0.04,0.0,0.0,0,125.0,875.0,3.0,88.0,TIAA Bank Field,warm,Grass,24.8
Tank Dell,HOU,WR,2023,10,47,75,709.0,70.9,7,15.09,0.0,0,0.21,0.31,11,51.0,5.1,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.12,0.0,1.0,0,448.0,604.0,0.0,0.0,NRG Stadium,indoor,Grass,165.0
Tanner Hudson,CIN,TE,2023,12,39,50,352.0,29.33,1,9.03,0.0,0,0.12,0.1,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.03,0.0,1.0,0,276.0,780.0,0.0,0.0,Paul Brown Stadium,cold,FieldTurf,80.2
Taylor Heinicke,ATL,QB,2023,5,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,15,124.0,24.8,1,0.07,1.0,0,74,136,0.54,890.0,178.0,5,0,0.04,4.0,8.0,0,271.0,334.0,0.0,0.0,Mercedes-Benz Stadium,indoor,FieldTurf,66.0
Taysom Hill,NO,QB,2023,16,33,40,291.0,18.19,2,8.82,0.0,0,0.07,0.05,81,401.0,25.06,4,0.05,1.0,0,6,11,0.55,83.0,5.19,1,0,0.06,0.0,2.0,0,425.0,1109.0,0.0,0.0,Mercedes-Benz Superdome,indoor,FieldTurf,143.52
Teagan Quitoriano,HOU,TE,2023,3,2,3,33.0,11.0,0,16.5,0.0,0,0.03,0.02,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,64.0,190.0,5.0,170.0,NRG Stadium,indoor,Grass,5.3
Teddy Bridgewater,DET,QB,2023,1,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,-2.0,-2.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,3.0,60.0,1.0,32.0,Ford Field,indoor,FieldTurf,-0.2
Tee Higgins,CIN,WR,2023,12,42,76,656.0,54.67,5,15.62,0.0,0,0.17,0.37,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.12,0.0,0.0,0,573.0,778.0,2.0,33.0,Paul Brown Stadium,cold,FieldTurf,137.6
Terrace Marshall,CAR,WR,2023,8,19,33,139.0,17.38,0,7.32,1.0,0,0.12,0.13,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Bank of America Stadium,moderate,Grass,32.9
Terry McLaurin,WAS,WR,2023,17,79,132,1002.0,58.94,4,12.68,0.0,0,0.23,0.35,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.05,0.0,0.0,0,941.0,1113.0,3.0,76.0,FedEx Field,moderate,Grass,203.2
Tim Jones,JAX,WR,2023,9,11,18,83.0,9.22,0,7.55,0.0,0,0.06,0.06,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,242.0,613.0,0.0,0.0,TIAA Bank Field,warm,Grass,19.3
Tommy DeVito,NYG,QB,2023,9,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,36,195.0,21.67,1,0.03,2.0,0,114,178,0.64,1101.0,122.33,8,0,0.04,3.0,37.0,0,406.0,550.0,0.0,0.0,MetLife Stadium,cold,FieldTurf,93.54
Tommy Tremble,CAR,TE,2023,13,23,32,194.0,14.92,3,8.43,0.0,0,0.08,0.06,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.13,0.0,0.0,0,496.0,872.0,3.0,83.0,Bank of America Stadium,moderate,Grass,60.4
Tony Jones,ARI,RB,2023,3,3,4,16.0,5.33,0,5.33,0.0,0,0.06,-0.09,5,25.0,8.33,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,44.0,179.0,0.0,0.0,State Farm Stadium,indoor,Grass,7.1
Tony Pollard,DAL,RB,2023,17,55,67,311.0,18.29,0,5.65,2.0,0,0.11,0.01,252,1005.0,59.12,6,0.02,1.0,1,0,0,0.0,0.0,0.0,0,0,0.02,0.0,0.0,0,836.0,1190.0,4.0,128.0,AT&T Stadium,indoor,FieldTurf,222.6
Travis Etienne,JAX,RB,2023,17,58,73,476.0,28.0,1,8.21,0.0,0,0.12,-0.02,267,1008.0,59.29,11,0.04,0.0,2,0,0,0.0,0.0,0.0,0,0,0.04,0.0,0.0,0,856.0,1172.0,1.0,25.0,TIAA Bank Field,warm,Grass,282.4
Travis Homer,CHI,RB,2023,1,0,1,0.0,0.0,0,0.0,0.0,0,0.03,-0.09,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,3.0,75.0,6.0,204.0,Soldier Field,cold,Grass,0.0
Travis Kelce,KC,TE,2023,15,93,121,984.0,65.6,5,10.58,1.0,0,0.22,0.23,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.05,0.0,0.0,0,775.0,1016.0,3.0,63.0,Arrowhead Stadium,cold,Grass,219.4
Trayveon Williams,CIN,RB,2023,14,7,9,10.0,0.71,0,1.43,0.0,0,0.02,-0.01,15,69.0,4.93,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,140.0,880.0,6.0,182.0,Paul Brown Stadium,cold,FieldTurf,14.9
Tre Tucker,LV,WR,2023,13,19,34,331.0,25.46,2,17.42,0.0,0,0.08,0.18,10,77.0,5.92,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.07,0.0,0.0,0,298.0,802.0,3.0,100.0,Allegiant Stadium,indoor,Grass,71.8
Trent Sherfield,BUF,WR,2023,9,11,22,86.0,9.56,1,7.82,0.0,0,0.07,0.07,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.09,0.0,0.0,0,214.0,637.0,0.0,0.0,New Era Field,cold,FieldTurf,25.6
Trent Taylor,CHI,WR,2023,3,0,2,0.0,0.0,0,0.0,0.0,0,0.02,-0.01,1,-2.0,-0.67,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,16.0,201.0,5.0,177.0,Soldier Field,cold,Grass,-0.2
Trenton Irwin,CIN,WR,2023,10,25,32,316.0,31.6,1,12.64,1.0,0,0.09,0.15,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.04,0.0,0.0,0,346.0,643.0,0.0,0.0,Paul Brown Stadium,cold,FieldTurf,62.6
Trevon Wesco,TEN,TE,2023,3,1,3,21.0,7.0,0,21.0,0.0,0,0.03,0.02,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,114.0,211.0,4.0,121.0,Nissan Stadium,moderate,Grass,3.1
Trevor Lawrence,JAX,QB,2023,16,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,70,339.0,21.19,4,0.06,3.0,0,370,564,0.66,4016.0,251.0,21,1,0.04,14.0,35.0,8,1047.0,1106.0,1.0,1.0,TIAA Bank Field,warm,Grass,262.54
Trevor Siemian,NYJ,QB,2023,5,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,11,40.0,8.0,0,0.0,1.0,0,86,153,0.56,724.0,144.8,2,0,0.01,4.0,8.0,4,287.0,355.0,0.0,0.0,MetLife Stadium,cold,FieldTurf,26.96
Trey McBride,ARI,TE,2023,17,81,106,825.0,48.53,3,10.19,1.0,0,0.2,0.19,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.04,0.0,0.0,0,786.0,1140.0,2.0,55.0,State Farm Stadium,indoor,Grass,181.5
Trey Palmer,TB,WR,2023,17,39,68,385.0,22.65,3,9.87,3.0,0,0.12,0.15,3,22.0,1.29,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.07,0.0,0.0,0,718.0,1113.0,6.0,191.0,Raymond James Stadium,warm,Grass,95.7
Trey Sermon,IND,RB,2023,8,3,6,13.0,1.62,0,4.33,0.0,0,0.02,0.01,35,160.0,20.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,100.0,582.0,3.0,88.0,Lucas Oil Stadium,indoor,FieldTurf,20.3
Treylon Burks,TEN,WR,2023,9,16,30,221.0,24.56,0,13.81,0.0,0,0.12,0.23,5,18.0,2.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,395.0,577.0,1.0,18.0,Nissan Stadium,moderate,Grass,39.9
Trishton Jackson,MIN,WR,2023,2,2,4,9.0,4.5,0,4.5,0.0,1,0.05,0.04,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,64.0,144.0,0.0,0.0,U.S. Bank Stadium,indoor,FieldTurf,4.9
Tua Tagovailoa,MIA,QB,2023,17,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,35,74.0,4.35,0,0.0,9.0,0,388,560,0.69,4624.0,272.0,29,0,0.05,14.0,29.0,3,1045.0,1099.0,1.0,5.0,Hard Rock Stadium,warm,Grass,272.36
Tucker Fisk,ATL,TE,2023,1,1,1,9.0,9.0,0,9.0,0.0,0,0.05,0.02,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,20.0,53.0,0.0,0.0,Mercedes-Benz Stadium,indoor,FieldTurf,1.9
Tucker Kraft,GB,TE,2023,10,31,40,355.0,35.5,2,11.45,0.0,0,0.12,0.06,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.06,0.0,0.0,0,494.0,650.0,0.0,0.0,Lambeau Field,cold,Grass,78.5
Tutu Atwell,LA,WR,2023,14,39,67,483.0,34.5,3,12.38,0.0,1,0.14,0.2,5,31.0,2.21,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1,0.07,0.0,0.0,0,679.0,946.0,2.0,57.0,Los Angeles Memorial Coliseum,warm,Grass,112.4
Ty Chandler,MIN,RB,2023,13,21,25,159.0,12.23,0,7.57,0.0,0,0.06,-0.01,102,461.0,35.46,3,0.03,0.0,0,0,0,0.0,0.0,0.0,0,0,0.02,0.0,0.0,0,306.0,805.0,0.0,0.0,U.S. Bank Stadium,indoor,FieldTurf,101.0
Ty Johnson,BUF,RB,2023,7,7,7,62.0,8.86,1,8.86,0.0,0,0.04,0.0,30,132.0,18.86,0,0.0,1.0,0,0,0,0.0,0.0,0.0,0,0,0.03,0.0,0.0,0,90.0,511.0,0.0,0.0,New Era Field,cold,FieldTurf,32.4
Ty Montgomery,NE,WR,2023,7,5,12,40.0,5.71,0,8.0,0.0,0,0.05,0.04,3,9.0,1.29,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,39.0,449.0,3.0,94.0,Gillette Stadium,cold,FieldTurf,9.9
Tyjae Spears,TEN,RB,2023,17,52,70,385.0,22.65,1,7.4,1.0,0,0.14,-0.01,100,453.0,26.65,2,0.02,0.0,0,0,0,0.0,0.0,0.0,0,0,0.02,0.0,0.0,0,558.0,1060.0,3.0,81.0,Nissan Stadium,moderate,Grass,153.8
Tylan Wallace,BAL,WR,2023,2,1,2,11.0,5.5,0,11.0,0.0,0,0.04,0.08,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,29.0,130.0,4.0,131.0,M&T Bank Stadium,moderate,FieldTurf,8.1
Tyler Allgeier,ATL,RB,2023,17,18,23,193.0,11.35,1,10.72,0.0,1,0.05,-0.0,186,683.0,40.18,4,0.02,0.0,0,0,0,0.0,0.0,0.0,0,0,0.02,0.0,0.0,0,360.0,1133.0,5.0,151.0,Mercedes-Benz Stadium,indoor,FieldTurf,137.6
Tyler Boyd,CIN,WR,2023,17,67,98,667.0,39.24,2,9.96,0.0,0,0.16,0.18,2,11.0,0.65,0,0.0,0.0,0,0,1,0.0,0.0,0.0,0,0,0.03,1.0,0.0,0,824.0,1095.0,2.0,55.0,Paul Brown Stadium,cold,FieldTurf,144.8
Tyler Conklin,NYJ,TE,2023,17,61,87,621.0,36.53,0,10.18,0.0,0,0.15,0.15,1,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,772.0,1107.0,5.0,157.0,MetLife Stadium,cold,FieldTurf,123.1
Tyler Goodson,IND,RB,2023,6,6,9,34.0,5.67,0,5.67,0.0,0,0.05,-0.0,13,87.0,14.5,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,50.0,403.0,0.0,0.0,Lucas Oil Stadium,indoor,FieldTurf,18.1
Tyler Higbee,LA,TE,2023,15,47,70,495.0,33.0,2,10.53,0.0,0,0.14,0.11,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.04,0.0,0.0,0,866.0,1012.0,4.0,110.0,Los Angeles Memorial Coliseum,warm,Grass,108.5
Tyler Huntley,BAL,QB,2023,5,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,15,55.0,11.0,0,0.0,0.0,0,21,37,0.57,203.0,40.6,3,0,0.06,0.0,4.0,0,86.0,311.0,0.0,0.0,M&T Bank Stadium,moderate,FieldTurf,25.62
Tyler Johnson,LA,WR,2023,1,2,3,8.0,8.0,1,4.0,0.0,0,0.13,0.1,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.5,0.0,0.0,0,36.0,67.0,5.0,161.0,Los Angeles Memorial Coliseum,warm,Grass,8.8
Tyler Lockett,SEA,WR,2023,17,79,122,894.0,52.59,5,11.32,0.0,2,0.22,0.34,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.06,0.0,0.0,0,838.0,1063.0,3.0,69.0,CenturyLink Field,moderate,FieldTurf,202.4
Tyler Scott,CHI,WR,2023,13,17,32,168.0,12.92,0,9.88,1.0,0,0.09,0.16,7,41.0,3.15,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,371.0,885.0,4.0,133.0,Soldier Field,cold,Grass,35.9
Tyquan Thornton,NE,WR,2023,9,13,23,91.0,10.11,0,7.0,0.0,0,0.08,0.12,3,51.0,5.67,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,224.0,537.0,2.0,50.0,Gillette Stadium,cold,FieldTurf,27.2
Tyreek Hill,MIA,WR,2023,16,119,171,1799.0,112.44,13,15.12,1.0,0,0.33,0.44,6,15.0,0.94,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.1,0.0,0.0,0,695.0,1044.0,0.0,0.0,Hard Rock Stadium,warm,Grass,376.4
Tyrion Davis-Price,SF,RB,2023,1,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,21.0,21.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,7.0,70.0,3.0,93.0,Levi's Stadium,moderate,Grass,2.1
Tyrod Taylor,NYG,QB,2023,10,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,38,197.0,19.7,0,0.0,2.0,0,116,180,0.64,1341.0,134.1,5,0,0.02,3.0,17.0,2,371.0,691.0,6.0,180.0,MetLife Stadium,cold,FieldTurf,87.34
Tyson Bagent,CHI,QB,2023,5,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,23,109.0,21.8,2,0.09,0.0,0,94,143,0.66,859.0,171.8,3,0,0.03,6.0,5.0,2,305.0,343.0,0.0,0.0,Soldier Field,cold,Grass,53.26
Van Jefferson,ATL,WR,2023,10,12,28,101.0,10.1,0,8.42,0.0,0,0.09,0.18,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,288.0,657.0,2.0,57.0,Mercedes-Benz Stadium,indoor,FieldTurf,22.1
Velus Jones,CHI,WR,2023,10,4,7,20.0,2.0,0,5.0,0.0,0,0.02,0.02,8,51.0,5.1,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,3.0,71.0,Soldier Field,cold,Grass,11.1
Wan'Dale Robinson,NYG,WR,2023,15,60,78,525.0,35.0,1,8.75,0.0,0,0.18,0.15,9,87.0,5.8,1,0.11,0.0,0,0,0,0.0,0.0,0.0,0,0,0.03,0.0,0.0,0,641.0,972.0,2.0,43.0,MetLife Stadium,cold,FieldTurf,133.2
Will Dissly,SEA,TE,2023,12,17,22,172.0,14.33,1,10.12,0.0,0,0.06,0.03,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.06,0.0,0.0,0,274.0,762.0,4.0,120.0,CenturyLink Field,moderate,FieldTurf,40.2
Will Levis,TEN,QB,2023,9,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,25,57.0,6.33,1,0.04,2.0,0,149,255,0.58,1808.0,200.89,8,1,0.03,4.0,28.0,5,528.0,573.0,2.0,33.0,Nissan Stadium,moderate,Grass,102.02
Will Mallory,IND,TE,2023,11,18,26,207.0,18.82,0,11.5,1.0,0,0.07,0.08,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,151.0,739.0,5.0,162.0,Lucas Oil Stadium,indoor,FieldTurf,38.7
Willie Snead,SF,WR,2023,2,2,3,14.0,7.0,0,7.0,0.0,0,0.05,0.04,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,32.0,124.0,0.0,0.0,Levi's Stadium,moderate,Grass,3.4
Xavier Gipson,NYJ,WR,2023,14,21,38,229.0,16.36,0,10.9,0.0,0,0.08,0.11,8,68.0,4.86,1,0.12,1.0,0,0,0,0.0,0.0,0.0,0,0,0.03,0.0,0.0,0,476.0,925.0,0.0,0.0,MetLife Stadium,cold,FieldTurf,62.7
Xavier Hutchinson,HOU,WR,2023,11,8,19,90.0,8.18,0,11.25,0.0,0,0.05,0.07,5,49.0,4.45,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,262.0,768.0,6.0,205.0,NRG Stadium,indoor,Grass,21.9
Zach Charbonnet,SEA,RB,2023,16,33,40,209.0,13.06,0,6.33,0.0,0,0.08,-0.01,108,462.0,28.88,1,0.01,0.0,0,0,0,0.0,0.0,0.0,0,0,0.01,0.0,0.0,0,478.0,997.0,2.0,52.0,CenturyLink Field,moderate,FieldTurf,106.1
Zach Evans,LA,RB,2023,4,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,9,19.0,4.75,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,16.0,297.0,6.0,215.0,Los Angeles Memorial Coliseum,warm,Grass,1.9
Zach Pascal,ARI,WR,2023,9,4,15,19.0,2.11,0,4.75,0.0,0,0.05,0.07,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,136.0,600.0,0.0,0.0,State Farm Stadium,indoor,Grass,5.9
Zach Wilson,NYJ,QB,2023,12,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,36,211.0,17.58,0,0.0,4.0,1,221,368,0.6,2271.0,189.25,8,1,0.02,7.0,46.0,7,688.0,747.0,1.0,2.0,MetLife Stadium,cold,FieldTurf,119.94
Zack Moss,IND,RB,2023,14,27,37,192.0,13.71,2,7.11,0.0,1,0.07,-0.01,183,794.0,56.71,5,0.03,0.0,0,0,0,0.0,0.0,0.0,0,0,0.03,0.0,0.0,0,531.0,957.0,3.0,86.0,Lucas Oil Stadium,indoor,FieldTurf,169.6
Zamir White,LV,RB,2023,13,15,19,98.0,7.54,0,6.53,0.0,0,0.04,-0.0,104,451.0,34.69,1,0.01,1.0,0,0,0,0.0,0.0,0.0,0,0,0.01,0.0,0.0,0,227.0,803.0,4.0,122.0,Allegiant Stadium,indoor,Grass,73.9
Zay Flowers,BAL,WR,2023,16,77,108,858.0,53.62,5,11.14,0.0,1,0.24,0.24,8,56.0,3.5,1,0.12,0.0,0,0,0,0.0,0.0,0.0,0,0,0.07,0.0,0.0,0,905.0,1081.0,1.0,22.0,M&T Bank Stadium,moderate,FieldTurf,206.4
Zay Jones,JAX,WR,2023,9,34,64,321.0,35.67,2,9.44,0.0,0,0.18,0.27,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.06,0.0,0.0,0,475.0,655.0,2.0,37.0,TIAA Bank Field,warm,Grass,78.1
